NAME,DESCRIPTION,SEQAPASS,GENE_SYMBOLS,GENE_NAMES,GENE_URLS,AOP,EVENT,HIT_CALL,TOP,SCALED_TOP,AC50,LOGAC50,BMAD,MAXMED,MAXMED_UNITS,MAXMEDCONC,CUTOFF,FLAGS,MODLACC,MODLAC10,MODLACB,STOCK_CONCENTRATION,INTENDED_TARGET_FAMILY
ACEA_AR_agonist_AUC_viability,"Data from the assay component ACEA_AR_AUC_viability was analyzed  in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of growth reporter, loss-of-signal activity can be used to understand changes in the viability. 
Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a viability function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cell cycle"" intended target family, where the subfamily is ""cytotoxicity"".",, , , ,,,Active,46.4549515169824,1.728915717308666,71.71022308722269,1.85558107357408,8.95647120560566,33.0703847214248,percent_activity,2,26.869413616817,"[""Less than 50% efficacy"",""Only highest conc above baseline, active"",""Less than 50% efficacy"",""Only highest conc above baseline, active""]",1.90671599164374,1.90671599164374,1.50024930531832,20,cell cycle
ACEA_AR_antagonist_80hr,"Data from the assay component ACEA_AR_antagonist_80hr was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of growth reporter, measures of the cells for loss-of-signal activity can be used to understand the signaling at the pathway-level as they relate to the gene AR. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""nuclear receptor"" intended target family, where the subfamily is ""steroidal"".",,AR,androgen receptor,https://www.ncbi.nlm.nih.gov/gene/367,,,Active,0.848437399698445,2.31782975070128,23.348298670100732,1.36825524014382,0.122016065451132,0.848466882472475,log2_fold_induction,2,0.366048196353396,"[""Only highest conc above baseline, active"",""Only highest conc above baseline, active""]",1.35327258474136,1.35327258474136,1.24897300034278,20,nuclear receptor
ACEA_AR_antagonist_AUC_viability,"Data from the assay component ACEA_AR_antagonist_AUC_viability was analyzed  in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of growth reporter, loss-of-signal activity can be used to understand changes in the viability. 
Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a viability function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cell cycle"" intended target family, where the subfamily is ""cytotoxicity"".",, , , ,,,Active,37.9866430576739,1.3121110574985317,23.20573053418111,1.36559524489337,9.65026114229828,37.9864699127767,percent_activity,2,28.9507834268948,"[""Only highest conc above baseline, active"",""Less than 50% efficacy"",""Only highest conc above baseline, active"",""Less than 50% efficacy""]",1.42918955490049,1.42918955490049,1.245592293314,20,cell cycle
ACEA_ER_80hr,"Data from the assay component ACEA_ER_80hr was analyzed into 2 assay endpoints. 
This assay endpoint, ACEA_ER_80hr_Positive, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of growth reporter, measures of the cells for gain-of-signal activity can be used to understand the signaling at the pathway-level as they relate to the gene ESR1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""nuclear receptor"" intended target family, where the subfamily is ""steroidal"".",NP_000116.2,ESR1,estrogen receptor 1,https://www.ncbi.nlm.nih.gov/gene/2099,,,Active,52.23819768700488,2.0492001831011892,66.66834625651181,1.8239196823555153,8.497331156775092,37.746509773690704,percent_activity,2,25.491993470325276,"[""Less than 50% efficacy"",""Only highest conc above baseline, active""]",1.8150733629185005,1.8150733629185005,1.4192121700693237,20,nuclear receptor
ATG_HIF1a_CIS_dn,ATG_HIF1a_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,NP_001521.1,HIF1A,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)",https://www.ncbi.nlm.nih.gov/gene/3091,,,Active,0.9665243716962575,1.2626283623921921,28.790770639048834,1.459253289741131,0.15309720587379613,0.9682461116348551,log2_fold_induction,1.84509804001426,0.7654860293689807,,1.5318364877474038,1.4538633764924296,1.3399714950247432,20,dna binding
ATG_PPARg_TRANS_up,"Data from the assay component ATG_PPARg_TRANS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_PPARg_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene PPARG. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the nuclear receptor intended target family, where the subfamily is non-steroidal.",NP_056953.2,PPARG,peroxisome proliferator-activated receptor gamma,https://www.ncbi.nlm.nih.gov/gene/5468,"[72,36,58,34,163,34,36,58,72,163]",,Active,1.7395924967695242,1.5160307042681884,36.75092510616122,1.565268275758832,0.2294930428350727,1.449660414047999,log2_fold_induction,2.30102999566398,1.1474652141753636,,1.9187220280146076,1.3392164065766974,0.39140163250737214,20,nuclear receptor
ATG_PXRE_CIS_up,"Data from the assay component ATG_PXRE_CIS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_PXRE_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene NR1I2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the nuclear receptor intended target family, where the subfamily is non-steroidal.",NP_071285.1,NR1I2,"nuclear receptor subfamily 1, group I, member 2",https://www.ncbi.nlm.nih.gov/gene/8856,"[8,11,60,8,11,60]",,Active,1.4712916698689276,2.2078039185171465,5.325524695090637,0.7263624029007605,0.13328100901796647,1.4969496708852579,log2_fold_induction,1.84509804001426,0.6664050450898323,,0.7161128486157067,0.6728521738440105,0.6070820892058995,20,nuclear receptor
BSK_3C_HLADR_down,"Data from the assay component BSK_3C_HLADR was analyzed into 2 assay endpoints. This assay endpoint, BSK_3C_HLADR_down, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene HLA-DRA. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cell adhesion molecules"" intended target family, where the subfamily is ""MHC Class II"".",NP_061984.2,HLA-DRA,"major histocompatibility complex, class II, DR alpha",https://www.ncbi.nlm.nih.gov/gene/3122,,,Active,0.11450482797941224,1.446110457904912,39.99999999999999,1.6020599913279623,0.025758990402599997,0.10169731,log10_fold_induction,1.60205999132796,0.07918124604762482,"[""Less than 50% efficacy"",""Only one conc above baseline, active""]",1.6020599913279623,1.6020599913279623,0.33194517694858405,20,cell adhesion molecules
BSK_3C_Proliferation_down,"Data from the assay component BSK_3C_Proliferation was analyzed into 2 assay endpoints. 
This assay endpoint, BSK_3C_Proliferation_down, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of viability reporter, measures of total protein for loss-of-signal activity can be used to understand the viability at the cellular-level. 
Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a viability function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cell cycle"" intended target family, where the subfamily is ""cytotoxicity"".",, , , ,,,Active,0.14500062845659425,1.234538783651382,39.99999999999999,1.6020599913279623,0.0391510930713,0.13810369,log10_fold_induction,1.60205999132796,0.1174532792139,"[""Borderline active"",""Less than 50% efficacy"",""Only one conc above baseline, active""]",1.6020599913279623,1.6020599913279623,0.6218290462527429,20,cell cycle
BSK_4H_Eotaxin3_down,"Data from the assay component BSK_4H_Eotaxin3 was analyzed into 2 assay endpoints. This assay endpoint, BSK_4H_Eotaxin3_down, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene CCL26. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cytokine"" intended target family, where the subfamily is ""chemotactic factor"".",NP_006063.1,CCL26,chemokine (C-C motif) ligand 26,https://www.ncbi.nlm.nih.gov/gene/10344,,,Active,0.16385804859177572,2.014717541499215,39.99999999999999,1.6020599913279623,0.027110177186399995,0.158949275,log10_fold_induction,1.60205999132796,0.08133053155919999,"[""Less than 50% efficacy""]",1.6020599913279623,1.6020599913279623,0.607000344993409,20,cytokine
BSK_4H_uPAR_up,"Data from the assay component BSK_4H_uPAR was analyzed into 2 assay endpoints. This assay endpoint, BSK_4H_uPAR_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain-of-signal activity can be used to understand changes in the signaling as they relate to the gene PLAUR. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cytokine"" intended target family, where the subfamily is ""plasmogen activator"".",NP_002650.1,PLAUR,"plasminogen activator, urokinase receptor",https://www.ncbi.nlm.nih.gov/gene/5329,,,Active,0.13378964851222094,1.210281604574554,10,1,0.03684807679098,0.12774856,log10_fold_induction,1,0.11054423037293999,"[""Only one conc above baseline, active"",""Less than 50% efficacy"",""Borderline active""]",1,1,-0.04727806094412079,20,cytokine
