NAME,DESCRIPTION,SEQAPASS,GENE_SYMBOLS,GENE_NAMES,GENE_URLS,AOP,EVENT,HIT_CALL,TOP,SCALED_TOP,AC50,LOGAC50,BMAD,MAXMED,MAXMED_UNITS,MAXMEDCONC,CUTOFF,FLAGS,MODLACC,MODLAC10,MODLACB,STOCK_CONCENTRATION,INTENDED_TARGET_FAMILY
ACEA_AR_agonist_80hr,"Data from the assay component ACEA_AR_agonist_80hr was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of growth reporter, measures of the cells for gain-of-signal activity can be used to understand the signaling at the pathway-level as they relate to the geneAR 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""nuclear receptor"" intended target family, where the subfamily is ""steroidal"".",,AR,androgen receptor,https://www.ncbi.nlm.nih.gov/gene/367,,,Active,71.2663294651011,3.1487671322175066,25.19836399115471,1.40137234504034,7.54436328808604,87.6704251548997,percent_activity,2,22.6330898642581,"[""Only highest conc above baseline, active"",""Only highest conc above baseline, active""]",1.30102559169084,1.30102559169084,1.11311765821645,20,nuclear receptor
ATG_DR5_CIS_dn,ATG_DR5_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,"NP_000955.1|NP_001277145.1|NP_000957.1","RARA | RARB | RARG","retinoic acid receptor, alpha , retinoic acid receptor, beta , retinoic acid receptor, gamma","https://www.ncbi.nlm.nih.gov/gene/5914 , https://www.ncbi.nlm.nih.gov/gene/5915 , https://www.ncbi.nlm.nih.gov/gene/5916",,,Active,0.8237224536491554,1.3877841649135016,13.922069095699815,1.1437037848483214,0.11871045577184501,0.6864353780472648,log2_fold_induction,2.30102999566398,0.593552278859225,"[""Borderline active""]",1.9650528883150413,0.9076145467980583,-0.7613698994499063,20.700000762939453,nuclear receptor
ATG_NRF2_ARE_CIS_up,"Data from the assay component ATG_NRF2_ARE_CIS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_NRF2_ARE_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene NFE2L2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the dna binding intended target family, where the subfamily is basic leucine zipper.",NP_006155.2,NFE2L2,"nuclear factor, erythroid 2-like 2",https://www.ncbi.nlm.nih.gov/gene/4780,"[61,61]",[478],Active,2.3904614962472928,3.0781573340454083,87.39980162735398,1.9415104469107956,0.15531769411576343,1.9920512468845097,log2_fold_induction,2.30102999566398,0.7765884705788172,,1.769823868848769,1.6086106256999502,1.4257982719721207,20.700000762939453,dna binding
CCTE_Deisenroth_AIME_384WELL_CTox_Inactive_dn,"CCTE_Deisenroth_AIME_384WELL_CTox_Inactive_dn is a component of the CCTE_Deisenroth_AIME_384WELL assay that measures the effect of retroftting the VM7Luc ERTA assay with the Alginate Immobolization of Metabolic Enzymes (AIME) metabolism method. AIME is optimized to impart phase I hepatic metabolism using phenobarbital/beta-naphthoflavone induced hepatic S9 from male Sprague Dawley rats. Parent chemicals are incubated for 2 hours in the AIME assay prior to transfer to the VM7Luc ERTA assay plate. The AIME metabolism assay is run simultaneously in negative (inactive) and positive (active) modes to evaluate the activity of parent and metabolites, respectively. This endpoint evaluates cytotoxicity in metabolism negative mode. Using a type of flourescent probe in VM7Luc cells, loss-of-signal activity can be used to understand loss of viability. This assay endpoint, CCTE_Deisenroth_AIME_384WELL_CTox_Inactive_dn, was analyzed in the positive fitting direction in the ERTA assay. ",, , , ,,,Active,0.540353017996254,1.4764190465935556,23.193625491677462,1.36536864031382,0.121996307945899,0.652588838876857,log2_fold_induction,2,0.365988923837697,,1.56337373429527,1.56337373429527,0.778603139655346,100.00199890136719,protease
CCTE_Padilla_ZF_144hpf_TERATOSCORE_up,"Data from the assay component CCTE_Padilla_ZF_144hpf_TERATOSCORE was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Padilla_ZF_144hpf_TERATOSCORE_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphological reporter, gain-of-signal activity can be used to understand changes in  developmental defect  as they relate to the whole embryo. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""malformation"" intended target family, where the subfamily is ""total"".",, , , ,,,Active,106.122981246694,5.3061490623347,56.43735542820278,1.75156665515589,1.53481347591287,99.0628609563453,percent_activity,1.90308998699194,20,,1.66615496089017,1.57061513323934,1.62303034267854,20.700000762939453,malformation
LTEA_HepaRG_CYP1A1_up,Change in transcription factor expression relative to control (delta-delta-ct) for HepaRG cell cultures in an induction preparation. The adherent cells have some metabolic capability. Expression measured by inducible reporter assay using Fluidigm qRT-PCR to monitor. Suffix _up indicates curve fitting for increase in expression (induction).,NP_000490.1,CYP1A1,"cytochrome P450, family 1, subfamily A, polypeptide 1",https://www.ncbi.nlm.nih.gov/gene/1543,"[57,57]",,Active,3.42375430369321,3.8017185204056583,45.13439861281555,1.65450766013628,0.300193564683644,2.48816398706375,log2_fold_induction,2,0.900580694050932,,1.1838305179624,1.1838305179624,0.650673189069224,20.6861709432399,cyp
LTEA_HepaRG_CYP2B6_up,Change in transcription factor expression relative to control (delta-delta-ct) for HepaRG cell cultures in an induction preparation. The adherent cells have some metabolic capability. Expression measured by inducible reporter assay using Fluidigm qRT-PCR to monitor. Suffix _up indicates curve fitting for increase in expression (induction).,NP_000758.1,CYP2B6,"cytochrome P450, family 2, subfamily B, polypeptide 6",https://www.ncbi.nlm.nih.gov/gene/1555,,,Active,0.858626375829833,1.1389791687436148,29.560307537193427,1.47070894802493,0.251285361310856,0.858549094594435,log2_fold_induction,2,0.753856083932568,"[""Borderline active"",""Only highest conc above baseline, active"",""Borderline active"",""Only highest conc above baseline, active""]",1.57784023584728,1.57784023584728,1.35142863262675,20.6861709432399,cyp
LTEA_HepaRG_CYP2C19_up,Change in transcription factor expression relative to control (delta-delta-ct) for HepaRG cell cultures in an induction preparation. The adherent cells have some metabolic capability. Expression measured by inducible reporter assay using Fluidigm qRT-PCR to monitor. Suffix _up indicates curve fitting for increase in expression (induction).,NP_000760.1,CYP2C19,"cytochrome P450, family 2, subfamily C, polypeptide 19",https://www.ncbi.nlm.nih.gov/gene/1557,,,Active,0.669043706840288,1.1929918683979186,30.335635101610084,1.48195309168941,0.186937207917646,0.64444386686673,log2_fold_induction,2,0.560811623752938,"[""Borderline active"",""Only highest conc above baseline, active"",""Only highest conc above baseline, active"",""Borderline active""]",1.74349266999696,1.74349266999696,1.13263775153813,20.6861709432399,cyp
LTEA_HepaRG_CYP3A7_up,Change in transcription factor expression relative to control (delta-delta-ct) for HepaRG cell cultures in an induction preparation. The adherent cells have some metabolic capability. Expression measured by inducible reporter assay using Fluidigm qRT-PCR to monitor. Suffix _up indicates curve fitting for increase in expression (induction).,NP_000756.3,CYP3A7,"cytochrome P450, family 3, subfamily A, polypeptide 7",https://www.ncbi.nlm.nih.gov/gene/1551,,,Active,0.868109258303294,1.1185714613333197,24.02669310800789,1.38069400119206,0.258695812266514,0.77905994962847,log2_fold_induction,2,0.776087436799542,"[""Only highest conc above baseline, active"",""Borderline active"",""Only highest conc above baseline, active"",""Borderline active""]",2.01186938162433,2.01186938162433,0.730282032741329,20.6861709432399,cyp
LTEA_HepaRG_IGFBP1_up,Change in transcription factor expression relative to control (delta-delta-ct) for HepaRG cell cultures in an induction preparation. The adherent cells have some metabolic capability. Expression measured by inducible reporter assay using Fluidigm qRT-PCR to monitor. Suffix _up indicates curve fitting for increase in expression (induction).,NP_000587.1,IGFBP1,insulin-like growth factor binding protein 1,https://www.ncbi.nlm.nih.gov/gene/3484,,,Active,1.62102446762006,1.8720477917634644,0.6110816283628637,-0.213900772769401,0.288636589078576,1.01876796374491,log2_fold_induction,0,0.865909767235728,"[""Borderline active"",""Only one conc above baseline, active"",""Hit-call potentially confounded by overfitting"",""Hit-call potentially confounded by overfitting"",""Borderline active"",""Only one conc above baseline, active""]",-0.137429912250138,-0.137429912250138,-1.44114762237163,20.6861709432399,transporter
LTEA_HepaRG_NFKB1_dn,Change in transcription factor expression relative to control (delta-delta-ct) for HepaRG cell cultures in an induction preparation. The adherent cells have some metabolic capability. Expression measured by inducible reporter assay using Fluidigm qRT-PCR to monitor. Suffix _dn indicates curve fitting for decrease in expression (down).,NP_068810.3,NFKB1,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,https://www.ncbi.nlm.nih.gov/gene/4790,,,Active,0.607859349390909,1.7224704506925979,2.6906305721202246,0.429854072530194,0.117633241864225,0.428659198584555,log2_fold_induction,0.477121254719662,0.352899725592675,"[""Hit-call potentially confounded by overfitting"",""Only one conc above baseline, active"",""Borderline active"",""Less than 50% efficacy"",""Hit-call potentially confounded by overfitting"",""Borderline active"",""Less than 50% efficacy"",""Only one conc above baseline, active""]",0.447505840043198,0.447505840043198,0.310544839319432,20.6861709432399,dna binding
LTEA_HepaRG_PEG10_dn,Change in transcription factor expression relative to control (delta-delta-ct) for HepaRG cell cultures in an induction preparation. The adherent cells have some metabolic capability. Expression measured by inducible reporter assay using Fluidigm qRT-PCR to monitor. Suffix _dn indicates curve fitting for decrease in expression (down).,NP_001165908.1,PEG10,paternally expressed 10,https://www.ncbi.nlm.nih.gov/gene/23089,,,Active,0.911142648911298,1.3408077088604804,0.6371624281245745,-0.195749841375703,0.226515863756396,0.688138455592226,log2_fold_induction,0.477121254719662,0.679547591269188,"[""Only one conc above baseline, active"",""Borderline active"",""Borderline active"",""Only one conc above baseline, active""]",0.0211865162183447,0.0211865162183447,-0.638560666973795,20.6861709432399,dna binding
NVS_ENZ_hMMP1,"Data from the assay component NVS_ENZ_hMMP1 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMMP1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MMP1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""protease"" intended target family, where the subfamily is ""matrix metalloproteinase"".",NP_002412.1,MMP1,matrix metallopeptidase 1 (interstitial collagenase),https://www.ncbi.nlm.nih.gov/gene/4312,,,Active,29.8434597394958,1.49217298697479,22.79573347165464,1.3578535705484,1.41089209281765,24.8695498363845,percent_activity,1.69897000433602,20,"[""Less than 50% efficacy"",""Less than 50% efficacy""]",1.50998099264037,0.971555185874595,0.88635362479901,20.700000762939453,protease
NVS_ENZ_rCNOS,"Data from the assay component NVS_ENZ_rCNOS was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_rCNOS, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene Nos1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""oxidoreductase"" intended target family, where the subfamily is ""nitric oxide synthase"".",NP_434686.1,Nos1,"nitric oxide synthase 1, neuronal",https://www.ncbi.nlm.nih.gov/gene/24598,"[32,32]",,Active,76.0035584118357,3.081904038210346,1.90527397626761,0.279957435563203,4.11020576184513,77.9869995872885,percent_activity,1.30102999566398,24.6612345710708,,0.0412267238172184,-0.254513077038853,-0.435380400584167,20.700000762939453,oxidoreductase
NVS_ENZ_rMAOAC,"Data from the assay component NVS_ENZ_rMAOAC was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_rMAOAC, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene Maoa. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""oxidoreductase"" intended target family, where the subfamily is ""monoamine oxidase"".",P21396.1,Maoa,monoamine oxidase A,https://www.ncbi.nlm.nih.gov/gene/29253,,,Active,109.064568555111,5.453228427755549,5.143765896854359,0.711281194749387,3.12466620760733,102.210219796717,percent_activity,1.69897000433602,20,,0.0479124108884766,-0.33870550895055,-0.264576853669539,20.700000762939453,oxidoreductase
NVS_ENZ_rMAOAP,"Data from the assay component NVS_ENZ_rMAOAP was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_rMAOAP, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene Maoa. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""oxidoreductase"" intended target family, where the subfamily is ""monoamine oxidase"".",P21396.1,Maoa,monoamine oxidase A,https://www.ncbi.nlm.nih.gov/gene/29253,,,Active,100.341812209565,3.9240466903590283,12.133269047123353,1.08397782789476,4.26183394029155,83.6181768423605,percent_activity,1.69897000433602,25.5710036417493,,0.502275095981926,0.0409101563807976,-0.107232843868633,20.700000762939453,oxidoreductase
NVS_ENZ_rMAOBC,"Data from the assay component NVS_ENZ_rMAOBC was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_rMAOBC, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene Maob. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""oxidoreductase"" intended target family, where the subfamily is ""monoamine oxidase"".",NP_037330.1,Maob,monoamine oxidase B,https://www.ncbi.nlm.nih.gov/gene/25750,,,Active,101.310637240393,4.554964757219186,1.2557058289098013,0.0988879102254734,3.70696747542796,99.9440692655076,percent_activity,1.69897000433602,22.2418048525678,,-0.478406405333256,-0.853793214575719,-0.901191018508708,20.700000762939453,oxidoreductase
NVS_ENZ_rMAOBP,"Data from the assay component NVS_ENZ_rMAOBP was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_rMAOBP, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene Maob. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""oxidoreductase"" intended target family, where the subfamily is ""monoamine oxidase"".",NP_037330.1,Maob,monoamine oxidase B,https://www.ncbi.nlm.nih.gov/gene/25750,,,Active,93.8462995726793,4.692314978633965,17.165965971680038,1.2346682472821,3.29698599430599,93.8276650053151,percent_activity,1.69897000433602,20,,1.16375590419297,1.11856699974494,1.11538793305191,20.700000762939453,oxidoreductase
STM_H9_CystineISnorm_perc_up,"Data from the assay component STM_H9_CystineISnorm_perc was analyzed at the assay endpoint STM_H9_CystineISnorm_perc_up in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of binding reporter, gain-of-signal activity can be used to understand relative metabolite change.",, , , ,,,Active,2.89388561736395,6.367452376353162,22.25682193791277,1.34746315131209,0.151493640172899,2.79606420513451,log2_fold_induction,2,0.454480920518697,,0.961569185781034,0.961569185781034,0.842869465042198,100,metabolite
STM_H9_OrnCyssISnorm_ratio_dn,"Data from the assay component STM_H9_OrnCyssISnorm_ratio was analyzed at the assay endpoint STM_H9_OrnCyssISnorm_ratio_dn in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of binding reporter, loss-of-signal activity can be used to understand relative metabolite change.",, , , ,,,Active,8.133746265383273,20.777888822853605,48.99170768850385,1.6901225777859556,0.13048721062294136,6.521051794718638,log2_fold_induction,2,0.3914616318688241,,0.9784221668769897,0.9784221668769897,1.1661715662857914,100,metabolite
STM_H9_OrnithineISnorm_perc_dn,"Data from the assay component STM_H9_OrnithineISnorm_perc was analyzed at the assay endpoint STM_H9_OrnithineISnorm_perc_dn in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of binding reporter, loss-of-signal activity can be used to understand relative metabolite change.",, , , ,,,Active,4.77640779684533,23.646955414319304,64.13017714781262,1.80706243957748,0.0673294258980023,3.72498758958413,log2_fold_induction,2,0.201988277694007,"[""Noisy data"",""Noisy data""]",1.34473006564227,1.34473006564227,1.48147276743511,100,metabolite
STM_H9_Viability_norm,"Data from the assay component STM_H9_Viability was analyzed at the assay endpoint STM_H9_Viability_Norm in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of viability reporter, loss-of-signal activity can be used to understand viability.",, , , ,,,Active,3.7992574539984174,21.633547585524145,64.19665436497651,1.8075123952232128,0.05853959672246343,3.013725011528355,percent_activity,2,0.1756187901673903,,1.375115297216841,1.375115297216841,1.4936375414383367,100,cell cycle
TOX21_ARE_BLA_Agonist_ch2,"Data from the assay component TOX21_ARE_BLA_Agonist_ch2 was analyzed into 1 assay endpoint. This assay endpoint, TOX21_ARE_BLA_Agonist_ch2, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of inducible reporter, increased activity can be used to understand changes in the reporter gene as they relate to the gene NFE2L2. Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves as artifact detection function.",, , , ,,,Active,113.234838730626,3.3489617464682584,97.37807938748496,1.98846120459432,5.63532060098133,59.9403796608,percent_activity,2,33.811923605888,,1.5891206555477,1.17474359336422,0.960980901328872,20,channel 2
TOX21_ARE_BLA_agonist_ratio,"Data from the assay component TOX21_ARE_BLA_Agonist_ratio was analyzed into 1 assay endpoint.  This assay endpoint, TOX21_ARE_BLA_Agonist_ratio, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, gain-of-signal activity can be used to understand changes in the reporter gene as they relate to the gene NFE2L2. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints and this ratio serves a reporter gene function to understand target activity.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the DNA binding intended target family, where the subfamily is basic leucine zipper.  ",NP_006155.2,NFE2L2,"nuclear factor, erythroid 2-like 2",https://www.ncbi.nlm.nih.gov/gene/4780,"[61,61]",[478],Active,79.3817509019081,3.9690875450954053,82.81212706813905,1.91809393984194,2.50978290890691,45.9015721989,percent_activity,2,20,"[""Less than 50% efficacy"",""Less than 50% efficacy""]",1.40721977706466,0.85912055401893,0.886620990341252,20,dna binding
TOX21_DT40_657,"Data from the assay component TOX21_DT40_657 was analyzed into 1 assay endpoint. This assay endpoint, TOX21_DT40_657, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of viability reporter, loss-of-signal activity can be used to understand changes in the reporter gene as they relate to the gene Rev3. Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the DNA repair family.",,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit",https://www.ncbi.nlm.nih.gov/gene/5980,,,Active,120.359549383096,4.593522602875671,163.4493428878955,2.21338317893453,4.36700254498032,28.5593143504,percent_activity,1.95424250943932,26.2020152698819,"[""Less than 50% efficacy"",""Only one conc above baseline, active"",""Borderline active"",""Borderline active"",""Only one conc above baseline, active"",""Less than 50% efficacy""]",2.12280804093118,2.06450183460788,2.05779816359062,20,cell cycle
TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2,"Data from the assay component TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2 was analyzed into 1 assay endpoint. This assay endpoint, TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of inducible reporter, loss-of-signal activity can be used to understand changes in the reporter gene as they relate to the gene ESR1. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the nuclear receptor intended target family.",NP_000116.2,ESR1,estrogen receptor 1,https://www.ncbi.nlm.nih.gov/gene/2099,,,Active,53.4106251114939,2.2670699777497516,35.79403052377719,1.55381060410891,3.92655318948354,48.696661336,percent_activity,2,23.5593191369012,"[""Less than 50% efficacy"",""Less than 50% efficacy""]",1.51180377129058,1.32976849345639,1.16388384041248,20,nuclear receptor
TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2,"Data from the assay component TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2 was analyzed into 1 assay endpoint. This assay endpoint, TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of inducible reporter, loss-of-signal activity can be used to understand changes in the reporter gene as they relate to the gene ESR1. Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the nuclear receptor intended target family, where the subfamily is steroidal.",NP_000116.2,ESR1,estrogen receptor 1,https://www.ncbi.nlm.nih.gov/gene/2099,"[200,29,165,53,52,167,112,30,67,200,29,165,53,52,30,67,112,167]",[1181],Active,55.1831451757489,2.2525690623370993,58.04432332168661,1.76375975257386,4.08297841624554,48.042701302,percent_activity,2,24.4978704974732,"[""Less than 50% efficacy"",""Less than 50% efficacy""]",1.73609451818913,1.60967860420478,1.49383246201159,20,nuclear receptor
